trade_date,pearson,spearman
20240112,0.9931023049387934,0.9752562070031183
20240115,0.9931450052831267,0.9761744143621842
20240116,0.9931327471607404,0.9749474630174021
20240117,0.9928366635639884,0.9746139484698219
20240118,0.993039493820104,0.9715016791016714
20240119,0.9936739734564901,0.9758124574349086
20240122,0.9916350541169427,0.9682277521344834
20240123,0.9910140449200369,0.9679067384536685
20240124,0.9903235570317942,0.9671116282430262
20240125,0.989436032511994,0.9651269419382811
20240126,0.9886135953975074,0.9620168637909686
20240129,0.9897267938049146,0.9648718624797425
20240130,0.9904752887349942,0.9650790194552874
20240131,0.9901012382820975,0.9637373959371752
20240201,0.9903673507795671,0.9657177986523875
20240202,0.9901402008326652,0.9628628919776957
20240205,0.9838852277632394,0.947712512143533
20240206,0.9797381667868654,0.9393537528360634
20240207,0.9741300850974978,0.9194058236887551
20240208,0.9690126354557564,0.9085859971268567
20240219,0.9665662847101961,0.915403567408974
20240220,0.9665487599735797,0.9194100673923563
20240221,0.9659047854656261,0.9235590728989957
20240222,0.9656615062198644,0.9257136406441702
20240223,0.9658264385134677,0.9277522610090897
20240226,0.9649629805889767,0.9298532803489524
20240227,0.9652903651830159,0.9315188870472183
20240228,0.9674672613482137,0.9312111760710837
20240229,0.9672324144346023,0.9317233630656911
20240301,0.9673029739101755,0.934350936190954
20240304,0.968190401449178,0.9366845869523891
20240305,0.9683257633569538,0.9392803510652145
20240306,0.9680474539635263,0.9396393395727367
20240307,0.9664926585411937,0.9380538720963266
20240308,0.9661212135467742,0.9386887830364273
20240311,0.967301343470967,0.9416312216468251
20240312,0.9731007213877492,0.9519875856970681
20240313,0.979353368141538,0.9616296352634306
20240314,0.9898132489384718,0.9823469280091244
20240315,0.9913684135122968,0.9858745150024296
20240318,0.9922687623216514,0.987294453850086
20240319,0.9921996449836836,0.98685690363059
20240320,0.992150464996546,0.9870002602137226
20240321,0.9925771246413473,0.9876491389771276
20240322,0.9925885717045427,0.9882748546315738
20240325,0.9926497198323353,0.9882261373750785
20240326,0.9936976969555268,0.9891559121345819
20240327,0.9954581512249927,0.9927230164602885
20240328,0.9954132215047148,0.9923788922048222
20240329,0.9957727995540238,0.9928490269507949
20240401,0.9957781791520275,0.9927654851808237
20240402,0.9955820934870669,0.9926725402849209
20240403,0.9954422251875423,0.9921740497687674
20240408,0.995896241337686,0.9926126302473177
20240409,0.9961824937570622,0.9928732324716295
20240410,0.9960919141509003,0.9924704570107178
20240411,0.9962615196282941,0.9926005668870822
20240412,0.9964551120680286,0.9929291540372852
20240415,0.9937561185415078,0.9874076015312621
20240416,0.9913268428047869,0.9833531149575775
20240417,0.9886876126433526,0.9770591670828123
20240418,0.9888562025039804,0.9775204622130612
20240419,0.9891764768564172,0.9779510366670541
20240422,0.989527931227388,0.9785510195657472
20240423,0.9888424772088908,0.9775889562867932
20240424,0.9880093696947911,0.9761696259680184
20240425,0.9875930345981812,0.9754612748657142
20240426,0.987994349551335,0.976301902733137
20240429,0.9880757861775259,0.9772665318985846
20240430,0.9883179751417484,0.9764672289823257
20240506,0.9881882443779578,0.9764453574178955
20240507,0.9883641473258763,0.9768954125980799
20240508,0.9881845295587505,0.976442415381028
20240509,0.9880831318917492,0.9762675618417511
20240510,0.9879630471653127,0.9758938790223057
20240513,0.9875547881750237,0.974936368690995
20240514,0.9876842600798444,0.975110294459137
20240515,0.9875291324478819,0.9747251483893833
20240516,0.991282422457084,0.982183015765084
20240517,0.9950338995456811,0.99002336291424
20240520,0.9964956879839918,0.9928939538756587
20240521,0.996440418614636,0.9926874729405396
20240522,0.99633722015747,0.9926101727034828
20240523,0.9960866633207296,0.9923038840746008
20240524,0.9963233115358011,0.9925302418585759
20240527,0.9966487896325151,0.9929743684150483
20240528,0.9967287893147737,0.99284405889125
20240529,0.9972124157337029,0.9938087997962092
20240530,0.9976979408855144,0.9946113567218344
20240531,0.9975284349153294,0.9939845375215313
20240603,0.9974702350823418,0.9935971499301791
20240604,0.997224575046836,0.9927682978808643
20240605,0.9971234895501019,0.9925523677475434
20240606,0.9966101739611501,0.9913868576098247
20240607,0.9958173382709445,0.988261515488649
20240611,0.9958444492764198,0.988030839665205
20240612,0.9956585818078988,0.9875173737860105
20240613,0.99565416309049,0.9873751571228997
20240614,0.9958906394906447,0.9880745360400789
20240617,0.9959162816773112,0.9878185966006771
20240618,0.9957458596265888,0.9868059887690126
20240619,0.9956546060670523,0.9865692554955615
20240620,0.9958928250319453,0.9874375024324733
20240621,0.9960267013255314,0.9879027948862688
20240624,0.9959677292997247,0.9876346092528402
20240625,0.9956097023026265,0.986018805561315
20240626,0.9951404516452098,0.9847291281454043
20240627,0.9951511360009668,0.984024214044541
20240628,0.9951204278076575,0.9834822572230227
20240701,0.9946902477856335,0.9822852395848878
20240702,0.9947326120694169,0.9826717231047664
20240703,0.9950401659855179,0.9831926595441995
20240704,0.9949880324749014,0.9827962076789336
20240705,0.9958101202596609,0.9850835767172694
20240708,0.9963509086891925,0.9875593385895565
20240709,0.9963369223787524,0.9879119057719562
20240710,0.9964159478523149,0.9884395639820692
20240711,0.9958367905897334,0.9870946855443601
20240712,0.9958071919282384,0.9868690305083266
20240715,0.9958728579925639,0.9872538123100906
20240716,0.9959114153324923,0.9872640451548397
20240717,0.9961922948486602,0.9884540756388993
20240718,0.9962604785525117,0.9885396707567228
20240719,0.9961097056595097,0.9881485889156079
20240722,0.9964359166283674,0.9894536089285259
20240723,0.9961460096755691,0.9886593291709259
20240724,0.9962729712246706,0.9885606658298647
20240725,0.9962216382726741,0.9887862202583219
20240726,0.9963331357347324,0.988641063336346
20240729,0.9964675383684122,0.989030118397626
20240730,0.996849622281291,0.9907284343427436
20240731,0.9959509665945291,0.9881133331791322
20240801,0.9962432620232672,0.9891677327119063
20240802,0.9962668225400108,0.9889063878122009
20240805,0.9963790605801744,0.988986637428741
20240806,0.9969098820674298,0.9898270071962156
20240807,0.9969956646200856,0.9897354148425471
20240808,0.9973737138893881,0.991033113508031
20240809,0.9974158053047577,0.9909893158573085
20240812,0.9974916853670399,0.9910280496934899
20240813,0.9974227064786488,0.9909738863149685
20240814,0.9969213288584251,0.9894442729724333
20240815,0.9969042251646734,0.9897646237763928
20240816,0.9969021691108249,0.9898488510579074
